protein,ligand,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,micromolar_affinity_pred_value
A6NC57,CER_d18_0_16_0_C16,0.6116756796836853,0.3345600664615631,0.32551103830337524,0.32551103830337524,0.0,0.6832168102264404,0.4633887708187103,2.8438222408294678,21.743688583374023,"{'0': 0.3438127338886261, '1': 0.7082185745239258}","{'0': {'0': 0.3438127338886261, '1': 0.11138732731342316}, '1': {'0': 0.32551103830337524, '1': 0.7082185745239258}}",0.39895379543304443,0.6654672026634216,-0.21516214311122894,0.8741005063056946,1.013069748878479,0.4568338692188263,2.5058426423838545
A6ND36,CER_d18_0_16_0_C16,0.42363619804382324,0.41108766198158264,0.3713400363922119,0.3713400363922119,0.0,0.4367102384567261,0.3099077343940735,5.072314262390137,15.535953521728516,"{'0': 0.4193418622016907, '1': 0.7194150686264038}","{'0': {'0': 0.4193418622016907, '1': 0.1354231834411621}, '1': {'0': 0.3713400363922119, '1': 0.7194150686264038}}",0.897405207157135,0.58916836977005,0.7292560338973999,0.6997247338294983,1.0655543804168701,0.4786119759082794,7.895964864805364
A6NDA9,CER_d18_0_16_0_C16,0.6864259839057922,0.5587877035140991,0.5608669519424438,0.5608669519424438,0.0,0.7178156971931458,0.47140300273895264,1.29564368724823,11.740713119506836,"{'0': 0.5889558792114258, '1': 0.7162205576896667}","{'0': {'0': 0.5889558792114258, '1': 0.10715007781982422}, '1': {'0': 0.5608669519424438, '1': 0.7162205576896667}}",0.8697906136512756,0.34231269359588623,0.7774335741996765,0.18154439330101013,0.9621476531028748,0.5030809640884399,7.409529196239962
A6NDK9,CER_d18_0_16_0_C16,0.58418869972229,0.3314441740512848,0.5341796278953552,0.5341796278953552,0.0,0.5966909527778625,0.3931252956390381,3.2971770763397217,17.82219696044922,"{'0': 0.33091962337493896, '1': 0.7547945380210876}","{'0': {'0': 0.33091962337493896, '1': 0.13114041090011597}, '1': {'0': 0.5341796278953552, '1': 0.7547945380210876}}",0.6323364973068237,0.6584900617599487,0.21025319397449493,0.8861719369888306,1.054419755935669,0.4308082163333893,4.2888069432450315
A6NDL7,CER_d18_0_16_0_C16,0.8679434061050415,0.9377427697181702,0.8698403835296631,0.8698403835296631,0.0,0.8674691915512085,0.7157246470451355,0.5589908957481384,1.1884608268737793,"{'0': 0.9503517746925354, '1': 0.8233118057250977}","{'0': {'0': 0.9503517746925354, '1': 0.647055447101593}, '1': {'0': 0.8698403835296631, '1': 0.8233118057250977}}",0.5028902888298035,0.42064720392227173,-0.31028541922569275,0.4509711265563965,1.316066026687622,0.390323281288147,3.1833932335547463
A6NDY2,CER_d18_0_16_0_C16,0.3446621894836426,0.18992622196674347,0.45291855931282043,0.45291855931282043,0.0,0.3175981044769287,0.254260390996933,5.409804344177246,13.313277244567871,"{'0': 0.16862404346466064, '1': 0.6775339245796204}","{'0': {'0': 0.16862404346466064, '1': 0.11244657635688782}, '1': {'0': 0.45291855931282043, '1': 0.6775339245796204}}",0.6196157336235046,0.6410456895828247,0.2058878242969513,0.7771350741386414,1.0333436727523804,0.5049562454223633,4.165006980576027
A6NDZ8,CER_d18_0_16_0_C16,0.41237860918045044,0.23779213428497314,0.27039802074432373,0.27039802074432373,0.0,0.4478737711906433,0.27499428391456604,2.6230568885803223,10.986077308654785,"{'0': 0.2636086940765381, '1': 0.5809462666511536}","{'0': {'0': 0.2636086940765381, '1': 0.0844232589006424}, '1': {'0': 0.27039802074432373, '1': 0.5809462666511536}}",1.2213808298110962,0.633320689201355,1.1470259428024292,0.7824321389198303,1.2957357168197632,0.484209269285202,16.64871925076317
A6NEL2,CER_d18_0_16_0_C16,0.38315460085868835,0.3164927065372467,0.33302900195121765,0.33302900195121765,0.0,0.39568597078323364,0.358490526676178,5.322751045227051,15.47987174987793,"{'0': 0.31598418951034546, '1': 0.700680136680603}","{'0': {'0': 0.31598418951034546, '1': 0.13112108409404755}, '1': {'0': 0.33302900195121765, '1': 0.700680136680603}}",0.9358007907867432,0.4118693172931671,0.49365144968032837,0.3764406442642212,1.3779501914978027,0.44729799032211304,8.625827935891778
A6NEQ0,CER_d18_0_16_0_C16,0.3228427767753601,0.2378089874982834,0.1361466497182846,0.1361466497182846,0.0,0.3695167899131775,0.23793266713619232,2.830425262451172,16.68902015686035,"{'0': 0.24559763073921204, '1': 0.6925603151321411}","{'0': {'0': 0.24559763073921204, '1': 0.08581206202507019}, '1': {'0': 0.1361466497182846, '1': 0.6925603151321411}}",0.7258760929107666,0.20201444625854492,0.6027849316596985,0.033224526792764664,0.8489671945571899,0.3708043694496155,5.3195646691439675
A6NEY8,CER_d18_0_16_0_C16,0.7899972200393677,0.8976203799247742,0.6940222978591919,0.6940222978591919,0.0,0.8139908909797668,0.45743194222450256,0.7121709585189819,2.848381280899048,"{'0': 0.9470805525779724, '1': 0.6838896870613098}","{'0': {'0': 0.9470805525779724, '1': 0.31837162375450134}, '1': {'0': 0.6940222978591919, '1': 0.6838896870613098}}",0.6186894774436951,0.48605960607528687,0.05605664104223251,0.5953783988952637,1.1813223361968994,0.37674081325531006,4.1561333877849735
A6NF01,CER_d18_0_16_0_C16,0.288926362991333,0.17399846017360687,0.3022206127643585,0.3022206127643585,0.0,0.2856028079986572,0.2458171397447586,7.815678119659424,14.87629508972168,"{'0': 0.16831442713737488, '1': 0.7331038117408752}","{'0': {'0': 0.16831442713737488, '1': 0.13446937501430511}, '1': {'0': 0.3022206127643585, '1': 0.7331038117408752}}",0.4208826720714569,0.607407808303833,0.017017770558595657,0.7168530225753784,0.8247475624084473,0.4979625940322876,2.635619257223311
A6NF89,CER_d18_0_16_0_C16,0.842810332775116,0.922983705997467,0.8661407828330994,0.8661407828330994,0.0,0.8369777202606201,0.6318949460983276,0.5986916422843933,1.5201575756072998,"{'0': 0.9315242171287537, '1': 0.7335965633392334}","{'0': {'0': 0.9315242171287537, '1': 0.33243367075920105}, '1': {'0': 0.8661407828330994, '1': 0.7335965633392334}}",0.43302202224731445,0.3444342613220215,-0.43226301670074463,0.349414199590683,1.2983070611953735,0.3394543528556824,2.7103290640391746
A6NFQ7,CER_d18_0_16_0_C16,0.5195947885513306,0.4623258113861084,0.6244698762893677,0.6244698762893677,0.0,0.4933760166168213,0.3142007291316986,1.8008873462677002,4.298734188079834,"{'0': 0.44553300738334656, '1': 0.6762471199035645}","{'0': {'0': 0.44553300738334656, '1': 0.17131169140338898}, '1': {'0': 0.6244698762893677, '1': 0.6762471199035645}}",1.3944648504257202,0.492370069026947,1.2615938186645508,0.48669207096099854,1.5273358821868896,0.4980480968952179,24.800752049665327
A6NGA9,CER_d18_0_16_0_C16,0.670194149017334,0.703114926815033,0.7241401672363281,0.7241401672363281,0.0,0.6567076444625854,0.4607480466365814,1.1244863271713257,3.2537431716918945,"{'0': 0.702243447303772, '1': 0.7303665280342102}","{'0': {'0': 0.702243447303772, '1': 0.22573553025722504}, '1': {'0': 0.7241401672363281, '1': 0.7303665280342102}}",0.6381024122238159,0.34187209606170654,-0.17699545621871948,0.2801511585712433,1.4532002210617065,0.4035930037498474,4.346126993521966
A6NGH8,CER_d18_0_16_0_C16,0.791502058506012,0.8077192306518555,0.7118458151817322,0.7118458151817322,0.0,0.8114160895347595,0.6006040573120117,0.8134486675262451,4.281675338745117,"{'0': 0.8296496868133545, '1': 0.7167086005210876}","{'0': {'0': 0.8296496868133545, '1': 0.15422403812408447}, '1': {'0': 0.7118458151817322, '1': 0.7167086005210876}}",0.5176288485527039,0.24845153093338013,0.24665066599845886,0.11455805599689484,0.7886070609092712,0.3823449909687042,3.293281454815242
A6NGZ8,CER_d18_0_16_0_C16,0.5808011889457703,0.8131184577941895,0.6742120385169983,0.6742120385169983,0.0,0.5574484467506409,0.3522035479545593,0.7904066443443298,2.0676610469818115,"{'0': 0.8674168586730957, '1': 0.6504829525947571}","{'0': {'0': 0.8674168586730957, '1': 0.33088505268096924}, '1': {'0': 0.6742120385169983, '1': 0.6504829525947571}}",0.7522520422935486,0.6573559045791626,0.5548340082168579,0.7678629159927368,0.9496700763702393,0.5468489527702332,5.652649304786271
A6NHC0,CER_d18_0_16_0_C16,0.7907573580741882,0.8430696129798889,0.7124515175819397,0.7124515175819397,0.0,0.8103338479995728,0.5642972588539124,0.7878438234329224,5.948355197906494,"{'0': 0.855617880821228, '1': 0.755061149597168}","{'0': {'0': 0.855617880821228, '1': 0.20929408073425293}, '1': {'0': 0.7124515175819397, '1': 0.755061149597168}}",0.718234658241272,0.30670133233070374,0.15433242917060852,0.2504120171070099,1.2821369171142578,0.3629906475543976,5.226785266743957
A6NHL2,CER_d18_0_16_0_C16,0.8561237454414368,0.9534564018249512,0.871911346912384,0.871911346912384,0.0,0.8521767854690552,0.6316072344779968,0.5525258183479309,1.8664969205856323,"{'0': 0.9604040384292603, '1': 0.7894162535667419}","{'0': {'0': 0.9604040384292603, '1': 0.35592132806777954}, '1': {'0': 0.871911346912384, '1': 0.7894162535667419}}",1.3828976154327393,0.2948094308376312,1.5291931629180908,0.31486108899116516,1.2366020679473877,0.2747577726840973,24.148914586555126
A6NHQ4,CER_d18_0_16_0_C16,0.3078433871269226,0.1794981062412262,0.2904243469238281,0.2904243469238281,0.0,0.31219813227653503,0.23392298817634583,4.923804759979248,9.158196449279785,"{'0': 0.17313258349895477, '1': 0.652276873588562}","{'0': {'0': 0.17313258349895477, '1': 0.10919680446386337}, '1': {'0': 0.2904243469238281, '1': 0.652276873588562}}",0.8801908493041992,0.6490180492401123,0.7584370970726013,0.7449423670768738,1.001944661140442,0.553093671798706,7.58911002745406
A6NIE6,CER_d18_0_16_0_C16,0.5279609560966492,0.5885000228881836,0.605770468711853,0.605770468711853,0.0,0.508508563041687,0.39995330572128296,2.251300096511841,5.349474906921387,"{'0': 0.5889135599136353, '1': 0.6778216361999512}","{'0': {'0': 0.5889135599136353, '1': 0.19293074309825897}, '1': {'0': 0.605770468711853, '1': 0.6778216361999512}}",1.3129189014434814,0.5738451480865479,1.263019323348999,0.671723484992981,1.3628184795379639,0.47596678137779236,20.555067223676012
A6NJ46,CER_d18_0_16_0_C16,0.3938629627227783,0.4539451599121094,0.46780723333358765,0.46780723333358765,0.0,0.3753768801689148,0.2796969711780548,3.161966562271118,8.946170806884766,"{'0': 0.4536122679710388, '1': 0.667652428150177}","{'0': {'0': 0.4536122679710388, '1': 0.18177367746829987}, '1': {'0': 0.46780723333358765, '1': 0.667652428150177}}",1.0649473667144775,0.2735702395439148,1.0710991621017456,0.1377130150794983,1.0587955713272095,0.4094274342060089,11.613078633705477
A6NJJ6,CER_d18_0_16_0_C16,0.5733919143676758,0.6926723718643188,0.5644935369491577,0.5644935369491577,0.0,0.5756164789199829,0.33424368500709534,2.1058685779571533,7.488923072814941,"{'0': 0.7104753255844116, '1': 0.6587788462638855}","{'0': {'0': 0.7104753255844116, '1': 0.1381131112575531}, '1': {'0': 0.5644935369491577, '1': 0.6587788462638855}}",1.235321044921875,0.44038575887680054,1.4567888975143433,0.4169813394546509,1.0138533115386963,0.4637901782989502,17.19178791664821
A6NJZ3,CER_d18_0_16_0_C16,0.8915740251541138,0.9344431757926941,0.8946942090988159,0.8946942090988159,0.0,0.8907939791679382,0.8183349967002869,0.5596148371696472,1.3580321073532104,"{'0': 0.9394804835319519, '1': 0.7965046167373657}","{'0': {'0': 0.9394804835319519, '1': 0.4827369749546051}, '1': {'0': 0.8946942090988159, '1': 0.7965046167373657}}",0.2406124472618103,0.19770903885364532,-0.6905878782272339,0.09029748290777206,1.1718127727508545,0.305120587348938,1.7402532250120506
A6NKD9,CER_d18_0_16_0_C16,0.49308204650878906,0.49640223383903503,0.6948530077934265,0.6948530077934265,0.0,0.4426393210887909,0.31905871629714966,2.7248473167419434,7.608339309692383,"{'0': 0.4812164008617401, '1': 0.7427975535392761}","{'0': {'0': 0.4812164008617401, '1': 0.19983859360218048}, '1': {'0': 0.6948530077934265, '1': 0.7427975535392761}}",0.8836709856987,0.6514939069747925,0.5493537187576294,0.8182238340377808,1.2179882526397705,0.484764039516449,7.650168232561724
A6NKF1,CER_d18_0_16_0_C16,0.793772280216217,0.863767683506012,0.8612451553344727,0.8612451553344727,0.0,0.7769040465354919,0.5263930559158325,1.0065810680389404,3.2061991691589355,"{'0': 0.8684553503990173, '1': 0.759747326374054}","{'0': {'0': 0.8684553503990173, '1': 0.2347765564918518}, '1': {'0': 0.8612451553344727, '1': 0.759747326374054}}",1.424456000328064,0.3073357939720154,1.4304088354110718,0.30099397897720337,1.4185031652450562,0.3136776387691498,26.57394307356252
A6NKF7,CER_d18_0_16_0_C16,0.6488973498344421,0.6701553463935852,0.8000163435935974,0.8000163435935974,0.0,0.6111176013946533,0.42235612869262695,0.85574871301651,1.751399278640747,"{'0': 0.6593979001045227, '1': 0.7282927632331848}","{'0': {'0': 0.6593979001045227, '1': 0.218027263879776}, '1': {'0': 0.8000163435935974, '1': 0.7282927632331848}}",1.5939513444900513,0.684471070766449,2.1902999877929688,0.758139431476593,0.9976027607917786,0.6108027100563049,39.26009484961643
A6NL46,CER_d18_0_16_0_C16,0.27563440799713135,0.13891619443893433,0.16320063173770905,0.16320063173770905,0.0,0.3037428557872772,0.20147988200187683,4.882007598876953,14.440540313720703,"{'0': 0.1409054398536682, '1': 0.6288833618164062}","{'0': {'0': 0.1409054398536682, '1': 0.08415514975786209}, '1': {'0': 0.16320063173770905, '1': 0.6288833618164062}}",0.6841132640838623,0.4183390736579895,0.4396781027317047,0.2998672425746918,0.9285483956336975,0.5368108749389648,4.831848002971148
A6NLP5,CER_d18_0_16_0_C16,0.671631932258606,0.8331716656684875,0.6290309429168701,0.6290309429168701,0.0,0.6822821497917175,0.3602978587150574,1.1104590892791748,5.567387104034424,"{'0': 0.881709098815918, '1': 0.6848244071006775}","{'0': {'0': 0.881709098815918, '1': 0.21946124732494354}, '1': {'0': 0.6290309429168701, '1': 0.6848244071006775}}",1.504040241241455,0.5213436484336853,1.0824882984161377,0.61152583360672,1.925592303276062,0.43116143345832825,31.9183359313367
A6NM28,CER_d18_0_16_0_C16,0.4930758476257324,0.29617437720298767,0.22134247422218323,0.22134247422218323,0.0,0.5610091686248779,0.3584684729576111,2.743685007095337,11.47491455078125,"{'0': 0.3035382330417633, '1': 0.6867360472679138}","{'0': {'0': 0.3035382330417633, '1': 0.10197409987449646}, '1': {'0': 0.22134247422218323, '1': 0.6867360472679138}}",0.2256346344947815,0.30335256457328796,-0.18559879064559937,0.14336839318275452,0.6368680596351624,0.4633367359638214,1.6812590476423557
A6NMX2,CER_d18_0_16_0_C16,0.7456008791923523,0.8199495673179626,0.7368852496147156,0.7368852496147156,0.0,0.7477797269821167,0.5148712396621704,1.1399415731430054,3.951716661453247,"{'0': 0.8351091146469116, '1': 0.716352105140686}","{'0': {'0': 0.8351091146469116, '1': 0.3073331415653229}, '1': {'0': 0.7368852496147156, '1': 0.716352105140686}}",1.1152703762054443,0.33176189661026,1.0146136283874512,0.41986626386642456,1.215927004814148,0.24365749955177307,13.03978336058612
A6NNA5,CER_d18_0_16_0_C16,0.4666728675365448,0.6810377836227417,0.5928424000740051,0.5928424000740051,0.0,0.4351304769515991,0.31520166993141174,1.7602367401123047,4.902881145477295,"{'0': 0.6994035840034485, '1': 0.6562278866767883}","{'0': {'0': 0.6994035840034485, '1': 0.20014265179634094}, '1': {'0': 0.5928424000740051, '1': 0.6562278866767883}}",1.25521719455719,0.4545624256134033,1.1245474815368652,0.40025871992111206,1.3858869075775146,0.5088661313056946,17.997707715671098
A6NNL0,CER_d18_0_16_0_C16,0.3902609050273895,0.24703529477119446,0.6251644492149353,0.6251644492149353,0.0,0.3315349817276001,0.28075936436653137,5.391656398773193,10.332550048828125,"{'0': 0.24875371158123016, '1': 0.7429153323173523}","{'0': {'0': 0.24875371158123016, '1': 0.15911076962947845}, '1': {'0': 0.6251644492149353, '1': 0.7429153323173523}}",0.8098593354225159,0.6776202321052551,0.5770766735076904,0.8034194111824036,1.0426419973373413,0.5518210530281067,6.454451405551867
A6NNW6,CER_d18_0_16_0_C16,0.7418056130409241,0.8026636838912964,0.5272082686424255,0.5272082686424255,0.0,0.7954549193382263,0.5838000178337097,0.8991737365722656,8.200044631958008,"{'0': 0.8225291967391968, '1': 0.7021337747573853}","{'0': {'0': 0.8225291967391968, '1': 0.11746663600206375}, '1': {'0': 0.5272082686424255, '1': 0.7021337747573853}}",1.0209439992904663,0.3172627389431,0.6289461255073547,0.16363348066806793,1.4129419326782227,0.4708920121192932,10.494071026606692
A7E2U8,CER_d18_0_16_0_C16,0.477119505405426,0.17851178348064423,0.08533541858196259,0.08533541858196259,0.0,0.5750654935836792,0.24758078157901764,1.2281594276428223,21.236568450927734,"{'0': 0.1916719526052475, '1': 0.6590609550476074}","{'0': {'0': 0.1916719526052475, '1': 0.052909061312675476}, '1': {'0': 0.08533541858196259, '1': 0.6590609550476074}}",0.4818817973136902,0.22572621703147888,-0.06554688513278961,0.10188882797956467,1.0293104648590088,0.3495635986328125,3.0330655571025136
A8K0R7,CER_d18_0_16_0_C16,0.3632209897041321,0.24600332975387573,0.5426945090293884,0.5426945090293884,0.0,0.318352609872818,0.2694063186645508,6.023974418640137,12.188925743103027,"{'0': 0.23555976152420044, '1': 0.7637078762054443}","{'0': {'0': 0.23555976152420044, '1': 0.14219792187213898}, '1': {'0': 0.5426945090293884, '1': 0.7637078762054443}}",0.8057947158813477,0.5893617868423462,0.4299066662788391,0.6102164387702942,1.1816827058792114,0.5685070753097534,6.394325144216092
A8K5M9,CER_d18_0_16_0_C16,0.4924340844154358,0.9267931580543518,0.8659834265708923,0.8659834265708923,0.0,0.39904671907424927,0.3035023808479309,0.5439754724502563,1.212830901145935,"{'0': 0.9413405060768127, '1': 0.8060372471809387}","{'0': {'0': 0.9413405060768127, '1': 0.5586610436439514}, '1': {'0': 0.8659834265708923, '1': 0.8060372471809387}}",1.0462870597839355,0.6885145306587219,0.7776361703872681,0.8019062280654907,1.3149380683898926,0.5751228332519531,11.124668021589502
A8MQ11,CER_d18_0_16_0_C16,0.5261274576187134,0.7831805348396301,0.7157853841781616,0.7157853841781616,0.0,0.47871291637420654,0.36105191707611084,0.993644654750824,1.978232979774475,"{'0': 0.8022924661636353, '1': 0.5756064057350159}","{'0': {'0': 0.8022924661636353, '1': 0.26660966873168945}, '1': {'0': 0.7157853841781616, '1': 0.5756064057350159}}",0.8538347482681274,0.5933425426483154,0.6888380646705627,0.73038250207901,1.018831491470337,0.45630255341529846,7.142245075294517
A8MTB9,CER_d18_0_16_0_C16,0.6821109652519226,0.5483034253120422,0.3568607270717621,0.3568607270717621,0.0,0.7634235620498657,0.4325908124446869,1.6800535917282104,17.824596405029297,"{'0': 0.5783147811889648, '1': 0.6312782168388367}","{'0': {'0': 0.5783147811889648, '1': 0.09699520468711853}, '1': {'0': 0.3568607270717621, '1': 0.6312782168388367}}",1.1838302612304688,0.35994821786880493,0.3801783323287964,0.311893105506897,1.9874820709228516,0.4080033600330353,15.269691440914075
